code,name,date
600499,科达制造,2022-06-13
300207,欣旺达,2022-06-13
300496,中科创达,2022-06-13
002756,永兴材料,2022-06-13
300919,中伟股份,2022-06-13
002648,卫星化学,2022-06-13
600219,南山铝业,2022-06-13
600460,士兰微,2022-06-13
300957,贝泰妮,2022-06-13
605117,德业股份,2022-06-13
002920,德赛西威,2022-06-13
000792,盐湖股份,2022-06-13
300390,天华超净,2022-06-13
300073,当升科技,2022-06-13
300012,华测检测,2022-06-13
300979,华利集团,2022-06-13
300661,圣邦股份,2022-06-13
000785,居然之家,2022-06-13
600927,永安期货,2022-06-13
300759,康龙化成,2021-12-13
600905,三峡能源,2021-12-13
002459,晶澳科技,2021-12-13
600906,财达证券,2021-12-13
600298,安琪酵母,2021-12-13
601728,中国电信,2021-12-13
002466,天齐锂业,2021-12-13
300999,金龙鱼,2021-12-13
000987,越秀金控,2021-12-13
601966,玲珑轮胎,2021-12-13
002064,华峰化学,2021-12-13
300751,迈为股份,2021-12-13
300763,锦浪科技,2021-12-13
300888,稳健医疗,2021-12-13
605499,东鹏饮料,2021-12-13
002568,百润股份,2021-12-13
601865,福莱特,2021-12-13
300896,爱美客,2021-12-13
300759,康龙化成,2021-12-13
600905,三峡能源,2021-12-13
002459,晶澳科技,2021-12-13
002466,天齐锂业,2021-12-13
300999,金龙鱼,2021-12-13
000987,越秀金控,2021-12-13
601966,玲珑轮胎,2021-12-13
002064,华峰化学,2021-12-13
600906,财达证券,2021-12-13
600298,安琪酵母,2021-12-13
601728,中国电信,2021-12-13
300751,迈为股份,2021-12-13
300763,锦浪科技,2021-12-13
000301,东方盛虹,2021-12-13
601868,中国能建,2021-09-28
002065,东华软件,2021-06-15
300308,中际旭创,2021-06-15
300450,先导智能,2021-06-15
300677,英科医疗,2021-06-15
600377,宁沪高速,2021-06-15
600095,湘财股份,2021-06-15
600536,中国软件,2021-06-15
600521,华海药业,2021-06-15
600663,陆家嘴,2021-06-15
600988,赤峰黄金,2021-06-15
601991,大唐发电,2021-06-15
603233,大参林,2021-06-15
601995,中金公司,2021-06-15
603659,璞泰来,2021-06-15
603939,益丰药房,2021-06-15
603707,健友股份,2021-06-15
600521,华海药业,2021-06-15
600663,陆家嘴,2021-06-15
600988,赤峰黄金,2021-06-15
603659,璞泰来,2021-06-15
603939,益丰药房,2021-06-15
600764,中国海防,2021-03-15
601456,国联证券,2020-12-14
300146,汤臣倍健,2020-12-14
603927,中科软,2020-12-14
002299,圣农发展,2020-12-14
600918,中泰证券,2020-12-14
601872,招商轮船,2020-12-14
002049,紫光国微,2020-12-14
600131,国网信通,2020-12-14
600150,中国船舶,2020-12-14
300529,健帆生物,2020-12-14
300223,北京君正,2020-12-14
002683,宏大爆破,2020-12-14
603589,口子窖,2020-12-14
601696,中银证券,2020-12-14
600600,青岛啤酒,2020-12-14
300699,光威复材,2020-12-14
300676,华大基因,2020-12-14
600584,长电科技,2020-12-14
601990,南京证券,2020-12-14
600517,国网英大,2020-12-14
600546,山煤国际,2020-12-14
603195,公牛集团,2020-12-14
603290,斯达半导,2020-12-14
600871,石化油服,2020-12-14
002966,苏州银行,2020-12-14
300699,光威复材,2020-12-14
002138,顺络电子,2020-06-15
000977,浪潮信息,2020-06-15
603786,科博达,2020-06-15
300601,康泰生物,2020-06-15
300474,景嘉微,2020-06-15
601816,京沪高铁,2020-06-15
603369,今世缘,2020-06-15
002185,华天科技,2020-06-15
002595,豪迈科技,2020-06-15
000708,中信特钢,2020-06-15
000739,普洛药业,2020-06-15
002156,通富微电,2020-06-15
002429,兆驰股份,2020-06-15
003816,中国广核,2020-06-15
300628,亿联网络,2020-06-15
601658,邮储银行,2020-06-15
603658,安图生物,2020-06-15
000050,深天马A,2019-12-16
000825,太钢不锈,2019-12-16
000967,盈峰环境,2019-12-16
002203,海亮股份,2019-12-16
002423,中粮资本,2019-12-16
002841,视源股份,2019-12-16
002958,青农商行,2019-12-16
300014,亿纬锂能,2019-12-16
300285,国瓷材料,2019-12-16
300347,泰格医药,2019-12-16
600132,重庆啤酒,2019-12-16
600655,豫园股份,2019-12-16
600968,海油发展,2019-12-16
600989,宝丰能源,2019-12-16
601236,红塔证券,2019-12-16
601598,中国外运,2019-12-16
601698,中国卫通,2019-12-16
601799,星宇股份,2019-12-16
603379,三美股份,2019-12-16
603899,晨光文具,2019-12-16
601699,潞安环能,2019-06-17
603019,中科曙光,2019-06-17
002739,万达电影,2019-06-17
002821,凯莱英,2019-06-17
002926,华西证券,2019-06-17
002938,鹏鼎控股,2019-06-17
002939,长城证券,2019-06-17
002945,华林证券,2019-06-17
300498,温氏股份,2019-06-17
600299,安迪苏,2019-06-17
600486,扬农化工,2019-06-17
600497,驰宏锌锗,2019-06-17
600707,彩虹股份,2019-06-17
600845,宝信软件,2019-06-17
601118,海南橡胶,2019-06-17
601139,深圳燃气,2019-06-17
601162,天风证券,2019-06-17
601319,中国人保,2019-06-17
601577,长沙银行,2019-06-17
601615,明阳智能,2019-06-17
601699,潞安环能,2019-06-17
603019,中科曙光,2019-06-17
603501,韦尔股份,2019-06-17
600998,九州通,2018-12-17
603650,彤程新材,2018-12-17
601138,工业富联,2018-12-17
603486,科沃斯,2018-12-17
600566,济川药业,2018-12-17
600901,江苏租赁,2018-12-17
300316,晶盛机电,2018-12-17
601106,中国一重,2018-12-17
603156,养元饮品,2018-12-17
002372,伟星新材,2018-12-17
002311,海大集团,2018-12-17
000932,华菱钢铁,2018-12-17
002120,韵达股份,2018-12-17
601066,中信建投,2018-12-17
603986,兆易创新,2018-12-17
002001,新和成,2018-12-17
000537,广宇发展,2018-12-17
601100,恒立液压,2018-12-17
300413,芒果超媒,2018-12-17
601100,恒立液压,2018-12-17
300413,芒果超媒,2018-12-17
603259,药明康德,2018-12-17
601108,财通证券,2018-06-11
601838,成都银行,2018-06-11
601238,广汽集团,2018-06-11
600398,海澜之家,2018-06-11
603288,海天味业,2018-06-11
603260,合盛硅业,2018-06-11
600025,华能水电,2018-06-11
603885,吉祥航空,2018-06-11
300418,昆仑万维,2018-06-11
300433,蓝思科技,2018-06-11
002493,荣盛石化,2018-06-11
300408,三环集团,2018-06-11
601360,三六零,2018-06-11
600809,山西汾酒,2018-06-11
002916,深南电路,2018-06-11
601179,中国西电,2018-06-11
601808,中海油服,2018-06-11
600760,中航沈飞,2018-06-11
601098,中南传媒,2018-06-11
600528,中铁工业,2018-06-11
600339,中油工程,2018-06-11
603833,欧派家居,2017-12-11
300003,乐普医疗,2017-12-11
600438,通威股份,2017-12-11
002624,完美世界,2017-12-11
600390,五矿资本,2017-12-11
600011,华能国际,2017-12-11
600885,宏发股份,2017-12-11
600346,恒力股份,2017-12-11
603225,新凤鸣,2017-12-11
002294,信立泰,2017-12-11
601228,广州港,2017-12-11
601878,浙商证券,2017-12-11
000887,中鼎股份,2017-12-11
601128,常熟银行,2017-12-11
600598,北大荒,2017-12-11
000898,鞍钢股份,2017-12-11
300015,爱尔眼科,2017-12-11
000729,燕京啤酒,2017-06-12
002352,顺丰控股,2017-06-12
002601,龙蟒佰利,2017-06-12
002709,天赐材料,2017-06-12
002831,裕同科技,2017-06-12
600126,杭钢股份,2017-06-12
600233,圆通速递,2017-06-12
600909,华安证券,2017-06-12
600919,江苏银行,2017-06-12
600926,杭州银行,2017-06-12
601117,中国化学,2017-06-12
601229,上海银行,2017-06-12
601881,中国银河,2017-06-12
601997,贵阳银行,2017-06-12
603160,汇顶科技,2017-06-12
603228,景旺电子,2017-06-12
603799,华友钴业,2017-06-12
603858,步长制药,2017-06-12
600848,上海临港,2017-02-14
002670,国盛金控,2017-01-18
601611,中国核建,2016-12-12
600549,厦门钨业,2016-12-12
000959,首钢股份,2016-12-12
300033,同花顺,2016-12-12
000960,锡业股份,2016-12-12
300136,信维通信,2016-12-12
002460,赣锋锂业,2016-12-12
601877,正泰电器,2016-12-12
300122,智飞生物,2016-12-12
002797,第一创业,2016-12-12
600862,中航高科,2016-12-12
000938,紫光股份,2016-12-12
000878,云南铜业,2016-06-13
002027,分众传媒,2016-06-13
002152,广电运通,2016-06-13
300001,特锐德,2016-06-13
600061,国投安信,2016-06-13
600582,天地科技,2016-06-13
600737,中粮屯河,2016-06-13
601155,新城控股,2016-06-13
001979,招商蛇口,2015-12-30
002714,牧原股份,2015-12-14
600282,南钢股份,2015-12-14
600820,隧道股份,2015-12-14
600959,江苏有线,2015-12-14
601016,节能风电,2015-12-14
601198,东兴证券,2015-12-14
601211,国泰君安,2015-12-14
601985,中国核电,2015-12-14
603568,伟明环保,2015-12-14
603806,福斯特,2015-12-14
002195,二三四五,2015-06-15
002736,国信证券,2015-06-15
300274,阳光电源,2015-06-15
600808,马钢股份,2015-06-15
600958,东方证券,2015-06-15
601021,春秋航空,2015-06-15
601788,光大证券,2015-06-15
601919,中国远洋,2015-06-15
000738,中航动控,2015-05-21
000166,申万宏源,2015-01-26
300144,宋城演艺,2014-12-15
300124,汇川技术,2014-12-15
300070,碧水源,2014-12-15
300059,东方财富,2014-12-15
300058,蓝色光标,2014-12-15
300024,机器人,2014-12-15
300017,网宿科技,2014-12-15
000661,长春高新,2014-12-15
000519,江南红箭,2014-12-15
000027,深圳能源,2014-06-16
002244,滨江集团,2014-06-16
002475,立讯精密,2014-06-16
601012,隆基股份,2014-06-16
601225,陕西煤业,2014-06-16
002371,七星电子,2013-12-16
002508,老板电器,2013-12-16
002153,石基信息,2013-12-16
600392,盛和资源,2013-12-16
600392,盛和资源,2013-12-16
600018,上港集团,2013-12-16
000333,美的集团,2013-09-18
000963,华东医药,2013-07-01
002273,水晶光电,2013-07-01
600039,四川路桥,2013-07-01
600060,海信电器,2013-07-01
600332,广州药业,2013-07-01
601000,唐山港,2013-07-01
603993,洛阳钼业,2013-07-01
000596,古井贡酒,2013-01-04
002050,三花股份,2013-01-04
002236,大华股份,2013-01-04
002673,西部证券,2013-01-04
600886,国投电力,2013-01-04
601608,中信重工,2013-01-04
601800,中国交建,2013-01-04
603000,人民网,2013-01-04
603077,和邦股份,2013-01-04
000703,恒逸石化,2012-07-02
000725,京东方A,2012-07-02
000750,国海证券,2012-07-02
002241,歌尔声学,2012-07-02
002353,杰瑞股份,2012-07-02
601336,新华保险,2012-07-02
601555,东吴证券,2012-07-02
601633,长城汽车,2012-07-02
601669,中国水电,2012-07-02
601901,方正证券,2012-07-02
601928,凤凰传媒,2012-07-02
002594,比亚迪,2012-01-04
600372,中航电子,2012-01-04
600498,烽火通信,2012-01-04
601216,内蒙君正,2012-01-04
601880,大连港,2012-01-04
000598,兴蓉投资,2011-07-01
002465,海格通信,2011-07-01
002500,山西证券,2011-07-01
600436,片仔癀,2011-07-01
601377,兴业证券,2011-07-01
601377,兴业证券,2011-07-01
601717,郑煤机,2011-07-01
000776,广发证券,2011-01-04
002223,鱼跃医疗,2011-01-04
002385,大北农,2011-01-04
002410,广联达,2011-01-04
002414,高德红外,2011-01-04
002415,海康威视,2011-01-04
002444,巨星科技,2011-01-04
600021,上海电力,2011-01-04
600115,东方航空,2011-01-04
600176,中国玻纤,2011-01-04
600276,恒瑞医药,2011-01-04
600406,国电南瑞,2011-01-04
600435,中兵光电,2011-01-04
600535,天士力,2011-01-04
600887,伊利股份,2011-01-04
600893,航空动力,2011-01-04
601818,光大银行,2011-01-04
601288,农业银行,2010-07-29
002281,光迅科技,2010-07-01
002304,洋河股份,2010-07-01
600570,恒生电子,2010-07-01
600999,招商证券,2010-07-01
601688,华泰证券,2010-07-01
601888,中国国旅,2010-07-01
000513,丽珠集团,2010-07-01
600511,国药股份,2010-07-01
600863,内蒙华电,2010-07-01
601607,上海医药,2010-03-05
002007,华兰生物,2010-01-04
002078,太阳纸业,2010-01-04
002179,中航光电,2010-01-04
600062,双鹤药业,2010-01-04
600161,天坛生物,2010-01-04
600369,西南证券,2010-01-04
601618,中国中冶,2010-01-04
601668,中国建筑,2010-01-04
600329,中新药业,2010-01-04
002230,科大讯飞,2009-08-27
002252,上海莱士,2009-07-01
600516,方大炭素,2009-07-01
601766,中国南车,2009-07-01
600352,浙江龙盛,2009-07-01
600970,中材国际,2009-07-01
000100,TCL集团,2009-01-05
000400,许继电气,2009-01-05
000623,吉林敖东,2009-01-05
600141,兴发集团,2009-01-05
600166,福田汽车,2009-01-05
600426,华鲁恒升,2009-01-05
600588,用友软件,2009-01-05
600637,广电信息,2009-01-05
600765,力源液压,2009-01-05
600801,华新水泥,2009-01-05
601186,中国铁建,2009-01-05
601899,紫金矿业,2009-01-05
601958,金钼股份,2009-01-05
000728,国元证券,2008-07-01
000783,长江证券,2008-07-01
002028,思源电气,2008-07-01
002155,辰州矿业,2008-07-01
002202,金风科技,2008-07-01
600038,哈飞股份,2008-07-01
600673,东阳光铝,2008-07-01
601390,中国中铁,2008-07-01
601601,中国太保,2008-07-01
601866,中海集运,2008-07-01
601939,建设银行,2008-07-01
000338,潍柴动力,2008-01-02
000895,双汇发展,2008-01-02
002142,宁波银行,2008-01-02
600109,国金证券,2008-01-02
600111,包钢稀土,2008-01-02
601009,南京银行,2008-01-02
601168,西部矿业,2008-01-02
601169,北京银行,2008-01-02
600380,健康元,2007-12-26
601857,中国石油,2007-11-19
601088,中国神华,2007-10-23
000876,新希望,2007-07-02
002056,横店东磁,2007-07-02
601328,交通银行,2007-05-29
601998,中信银行,2007-05-18
601600,中国铝业,2007-04-30
601318,中国平安,2007-03-15
601166,兴业银行,2007-02-26
601628,中国人寿,2007-01-23
600048,保利地产,2007-01-04
600316,洪都航空,2007-01-04
600489,中金黄金,2007-01-04
601111,中国国航,2007-01-04
600208,新湖中宝,2007-01-04
601398,工商银行,2006-11-10
601006,大秦铁路,2006-08-15
601988,中国银行,2006-07-19
600143,金发科技,2006-07-03
600415,小商品城,2006-07-03
000997,新大陆,2006-07-03
000830,鲁西化工,2005-07-01
000538,云南白药,2005-07-01
600019,宝钢股份,2005-01-04
600050,中国联通,2005-01-04
600066,宇通客车,2005-01-04
600196,复星医药,2005-01-04
600309,烟台万华,2005-01-04
600348,国阳新能,2005-01-04
600362,江西铜业,2005-01-04
600580,卧龙电气,2005-01-04
600704,中大股份,2005-01-04
000001,深发展A,2005-01-04
000002,万科A,2005-01-04
000009,中国宝安,2005-01-04
000021,长城开发,2005-01-04
000039,中集集团,2005-01-04
000060,中金岭南,2005-01-04
000063,中兴通讯,2005-01-04
000157,中联重科,2005-01-04
000425,徐工科技,2005-01-04
000568,泸州老窖,2005-01-04
600177,雅戈尔,2005-01-04
600183,生益科技,2005-01-04
600188,兖州煤业,2005-01-04
600196,复星医药,2005-01-04
600309,烟台万华,2005-01-04
600348,国阳新能,2005-01-04
600362,江西铜业,2005-01-04
600519,贵州茅台,2005-01-04
600547,山东黄金,2005-01-04
600585,海螺水泥,2005-01-04
600660,福耀玻璃,2005-01-04
600690,青岛海尔,2005-01-04
600739,辽宁成大,2005-01-04
600741,巴士股份,2005-01-04
600795,国电电力,2005-01-04
600879,火箭股份,2005-01-04
600900,长江电力,2005-01-04
000563,陕国投A,2005-01-04
600563,法拉电子,2005-01-04
600580,卧龙电气,2005-01-04
600704,中大股份,2005-01-04
000001,深发展A,2005-01-04
000002,万科A,2005-01-04
000009,中国宝安,2005-01-04
000021,长城开发,2005-01-04
000039,中集集团,2005-01-04
000060,中金岭南,2005-01-04
000063,中兴通讯,2005-01-04
000157,中联重科,2005-01-04
000425,徐工科技,2005-01-04
000568,泸州老窖,2005-01-04
000625,长安汽车,2005-01-04
000630,铜陵有色,2005-01-04
000651,格力电器,2005-01-04
000709,唐钢股份,2005-01-04
000768,西飞国际,2005-01-04
000786,北新建材,2005-01-04
000858,五粮液,2005-01-04
000937,金牛能源,2005-01-04
002008,大族激光,2005-01-04
